OBJECTID_1,PIN,ZONE_DISTR,ZONE_TYPE_,DATE,PHOTOGRAPH,VACANT_ABA,GRADE_RUBR,STRUCTURE_,STRUCTURAL,BUILDING_E,BRICK,COMMERCIAL,TWO_STORIE,STONE,PUBLIC_GOV,RESIDENTIA,BARS_ON_WI,BASEMENT_W,SIDING,MULTI_FAMI,ATTACHMENT,SINGLE_FAM,CONCRETE_S,OBSTRUCTED,WOOD,REVIEWED,NEIGHBORHO,COUNCIL_DI,CENSUS_TRA,LANDBANK,HHF,ADDRESS,RESIDENT_1,PARKING_LO,DUMPING_ON
624,45-08-12-229-037.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,Yes,,,Yes,,,Yes,,,,,,,,Aetna,First District,Census Tract 115,,,1172 CLAY STREET,Yes,,
625,45-08-13-310-001.000-017,R3,RESIDENTIAL,2014/12/17,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,COLORADO & RIVER PARK,,No Parking Lot Present,
626,45-05-31-403-003.000-004,R6,RESIDENTIAL,2014/07/10,,Occupied Structure,Good,Structure Present,,,Yes,,Yes,,,Yes,,Yes,,Yes,,,,,,,Miller,First District,Census Tract 102.01,,,5801-15 HEMLOCK STREET,Yes,,
627,45-05-33-505-002.000-004,,,2014/12/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,,,No Parking Lot Present,
628,45-08-13-276-019.000-017,R3,RESIDENTIAL,2014/12/18,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,,Fourth District,Census Tract 115,,,2390 ALLEN STREET,Yes,,
629,45-08-14-305-043.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2554-56 ALABAMA STREET,,No Parking Lot Present,
630,45-08-14-305-011.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Department of Redevelopment,,2555 ILLINOIS STREET,,No Parking Lot Present,
631,45-08-13-279-014.000-017,R3,RESIDENTIAL,2014/12/17,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,2389 CASS STREET,,No Parking Lot Present,
632,45-05-32-303-023.000-004,R1,RESIDENTIAL,2014/07/09,,Vacant/Abandoned Structure,Good,Structure Present,,,Yes,,,Yes,,Yes,,Yes,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,500 KNOX STREET,Yes,,
633,45-05-33-301-003.000-004,R1,RESIDENTIAL,2014/07/23,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Miller,First District,Census Tract 101,,,550 RANDOLPH PLACE,Yes,,
634,45-08-12-203-010.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,Yes,,,Yes,,,,,Aetna,First District,Census Tract 115,,,1012 NEW HAMPSHIRE STREET,Yes,,
635,45-09-05-381-025.000-004,B5-1,BUSINESS,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,889-91 MIAMI,,No Parking Lot Present,
636,45-09-07-201-003.000-004,R3,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Dangerous,Structure Present,No,,,,,,,,,,Yes,Yes,,,,,Yes,,Aetna,First District,Census Tract 115,,,5616 EAST 10TH AVENUE,Yes,,
637,45-09-07-202-002.000-004,R3,RESIDENTIAL,2013/03/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,1020 GREENE STREET,,,
638,45-08-02-352-015.000-004,R3,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,Yes,,,,,Yes,,Yes,,,,Yes,,,,,Emerson,First District,Census Tract 106,,,781 MISSISSIPPI STREET,Yes,,
639,45-09-05-381-002.000-004,B5-1,BUSINESS,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,881-83 LA PORTE STREET,,Parking Lot Present,
640,45-08-12-201-009.000-004,R3,RESIDENTIAL,2013/05/04,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,,,,Yes,,,Yes,,Aetna,First District,Census Tract 115,,,4118-20 EAST 10TH AVENUE,Yes,,
641,45-09-05-377-007.000-004,B5-1,BUSINESS,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,781 LAWRENCE STREET REAR LOT,,Parking Lot Present,
642,45-09-06-452-010.000-004,M1-1,MANUFACTURING,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,,,805 SOUTH HAMILTON STREET,,,
643,45-08-01-451-013.000-004,R2,RESIDENTIAL,2013/04/20,,Vacant/Abandoned Structure,Fair,Structure Present,,,,,,,,,,,Yes,Yes,,Yes,,,,,Miller,First District,Census Tract 102.01,,,676 NEW JERSEY STREET,Yes,,
644,45-05-32-452-017.000-004,R1A,RESIDENTIAL,2014/07/09,,Occupied Structure,Excellent,Structure Present,,,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,7400 EAST 1ST AVENUE,Yes,,
645,45-05-31-408-008.000-004,R2,RESIDENTIAL,2014/07/10,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,331  LAKE STREET,,No Parking Lot Present,
646,45-09-06-378-004.000-004,R2,RESIDENTIAL,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,,,813-15 DEKALB STREET,,,
647,45-09-04-476-020.000-004,R1,RESIDENTIAL,2014/07/25,,Occupied Structure,Good,Structure Present,,,,Yes,,,,Yes,,,,,Yes,Yes,,,Yes,,Miller,First District,Census Tract 102.01,,,9421 SUNRISE BOULEVARD,Yes,,
648,45-09-06-376-007.000-004,B5-1,BUSINESS,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,,,5301-03 EAST DUNES HIGHWAY,,,
649,45-09-06-378-001.000-004,B3-1,BUSINESS,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,City of Gary,,803 DECATUR STREET,,,
650,45-08-01-455-008.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Good,Structure Present,,,,,Yes,,,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,4315 MILLER AVENUE,,,
651,45-09-05-354-002.000-004,B5-1,BUSINESS,2014/07/25,,Occupied Structure,Good,Structure Present,,,,Yes,,,,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,6401 EAST MELTON ROAD,,,
652,45-09-06-480-015.000-004,B2-1,BUSINESS,2014/07/25,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Enclosed/Secure,Yes,Yes,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,6131 MELTON ROAD,,,
653,45-09-06-302-037.000-004,R2,RESIDENTIAL,2013/05/22,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,4908 MILLER AVENUE,,,
654,45-09-04-300-016.000-004,B5-1,BUSINESS,2014/07/25,,Occupied Structure,Excellent,Structure Present,,,Yes,Yes,,,,,,,,,Yes,,,,,,Miller,First District,Census Tract 102.01,,,8220 MELTON ROAD REAR LOT,,,
655,45-09-06-302-040.000-004,R2,RESIDENTIAL,2013/05/22,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,4920 MILLER AVENUE,,,
656,45-05-32-304-012.000-004,R1,RESIDENTIAL,2014/07/09,,Occupied Structure,Good,Structure Present,,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,369 NORTH JASPER STREET,Yes,,
657,45-08-14-304-035.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2554-56 ILLINOIS PLACE,,No Parking Lot Present,
658,45-09-05-477-001.000-004,B5-1,BUSINESS,2014/07/25,,Occupied Structure,Good,Structure Present,,,,,,Yes,Yes,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,7423 EAST MELTON ROAD,,,
659,45-08-12-102-018.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Good,Structure Present,,,Yes,,Yes,,,Yes,,Yes,,,Yes,Yes,,,,,Aetna,First District,Census Tract 115,,,1126-28 WYOMING STREET,Yes,,
660,45-09-07-129-016.000-004,R2,RESIDENTIAL,2013/03/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,1142 FLOYD STREET,,,
661,45-08-12-206-023.000-004,R2,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,4433 EAST 11TH PLACE,,,
662,45-08-12-205-022.000-004,R2,RESIDENTIAL,2013/05/04,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,4717 EAST 11TH AVENUE,Yes,,
663,45-09-07-128-012.000-004,R2,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Good,Structure Present,,,,,,,,,,,,Yes,,Yes,,,Yes,,Aetna,First District,Census Tract 115,,,5353 EAST 11TH PLACE,Yes,,
664,45-08-12-205-014.000-004,R2,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Enclosed/Secure,,,,,,Yes,,,,,,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,4301 EAST 11TH AVENUE,Yes,,
665,45-08-12-203-002.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Good,Structure Present,,,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,Aetna,First District,Census Tract 115,,,1009 NEW JERSEY STREET,Yes,,
666,45-09-07-202-009.000-004,R3,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Fair,Structure Present,,,,,,,Yes,,,,,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1124 GREENE STREET,Yes,,
667,45-09-07-206-010.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Good,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1117 HAMILTON PLACE,Yes,,
668,45-09-07-104-036.000-004,R2,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1120 DECATUR STREET,Yes,,
669,45-09-06-354-016.000-004,B3-1,BUSINESS,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,GUEA,,820 DEKALB STREET,,,
670,45-08-01-352-003.000-004,B5-2,BUSINESS,2014/12/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.05,,,3351 EAST DUNES HIGHWAY APPR,,No Parking Lot Present,
671,45-09-07-130-010.000-004,R2,RESIDENTIAL,2013/03/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,1005-11 FAYETTE STREET,,,
672,45-09-05-381-012.000-004,B5-1,BUSINESS,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,889-891 LAWRENCE,,No Parking Lot Present,
673,45-09-06-377-002.000-004,B5-1,BUSINESS,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 102.01,Department of Redevelopment,,5438 MELTON ROAD,,,
674,45-09-07-204-019.000-004,R3,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Fair,Structure Present,,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,Aetna,First District,Census Tract 115,,,1020 HAMILTON STREET,Yes,,
675,45-09-05-381-023.000-004,B5-1,BUSINESS,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,888-890 MIAMI,,No Parking Lot Present,
676,45-09-07-201-006.000-004,R3,RESIDENTIAL,2013/03/08,,Vacant/Abandoned Structure,Dangerous,Structure Present,Some Noticeable Fire Damage,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5640 EAST 10TH AVENUE,Yes,,
677,45-08-01-480-009.000-004,B5-1,BUSINESS,2013/07/07,,Occupied Structure,Excellent,Structure Present,,,,Yes,,,,,,,Yes,,,,Yes,,,,Aetna,First District,Census Tract 102.01,,,4891 EAST 8TH AVENUE,,,
678,45-09-05-454-002.000-004,B5-1,BUSINESS,2014/07/25,,Occupied Structure,Good,Structure Present,,,Yes,Yes,,,,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,7401 EAST MELTON ROAD,,,
679,45-09-06-379-005.000-004,R2,RESIDENTIAL,2013/07/07,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,,,Yes,,,Yes,,Yes,Yes,,,Yes,,,,,Aetna,First District,Census Tract 102.01,,,819 ELKHART STREET,Yes,,
680,45-08-01-455-021.000-004,R2,RESIDENTIAL,2013/04/20,,Occupied Structure,Good,Structure Present,,,,,Yes,,,,,,Yes,,,,,,,,Miller,First District,Census Tract 102.01,,,698 STATE STREET,,,
681,45-09-06-476-014.000-004,M1-1,MANUFACTURING,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,6000-06 MELTON ROAD,,No Parking Lot Present,
682,45-08-14-307-031.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2629-31 MAINE STREET,,No Parking Lot Present,
683,45-08-14-304-038.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2566-68 ILLINOIS PLACE,,No Parking Lot Present,
684,45-08-14-351-013.000-004,F1,FLOOD PLAN,2013/11/15,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1824-30 INDUSTRIAL BOULEVARD,,No Parking Lot Present,
685,45-08-23-101-003.000-017,F1,FLOOD PLAN,2014/06/05,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,University Park,Fifth District,Census Tract 123,,,3000 MISSISSIPPI STREET,,No Parking Lot Present,
686,45-08-14-276-012.000-004,R2,RESIDENTIAL,2013/06/01,,Vacant/Abandoned Structure,Excellent,Structure Present,,,Yes,,,,,Yes,,,,,Yes,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2421 MARSHALLTOWN LANE,Yes,,
687,45-08-13-304-001.000-017,R3,RESIDENTIAL,2014/12/17,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,,Fourth District,Census Tract 115,,,25TH AVENUE & DAKOTA,,No Parking Lot Present,
688,45-08-13-308-004.000-017,R3,RESIDENTIAL,2014/12/18,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,,,Yes,Yes,,,Yes,,,Fourth District,Census Tract 115,,,3347 EAST 25TH,Yes,,
689,45-08-14-303-045.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2516-18 ILLINOIS PLACE,,No Parking Lot Present,
690,45-08-14-201-011.000-004,R2,RESIDENTIAL,2013/06/01,,Occupied Structure,Excellent,Structure Present,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2214 WISCONSIN STREET,Yes,,
691,45-08-14-304-028.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,City of Gary,,2617-19 ILLINOIS PLACE,,No Parking Lot Present,
692,45-08-14-305-014.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Department of Redevelopment,,2567-69 ILLINOIS STREET,,No Parking Lot Present,
693,45-09-07-203-033.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,1156 GREENE PLACE,Yes,,
694,45-05-33-329-002.000-004,R1,RESIDENTIAL,2014/07/23,,Occupied Structure,Good,Structure Present,,,Yes,,,,,Yes,,,,Yes,Yes,Yes,,,,,Miller,First District,Census Tract 101,,,543 NORTH TIPPECANOE PLACE,Yes,,
695,45-08-14-303-012.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,,,2559-61 MISSISSIPPI STREET,,No Parking Lot Present,
696,45-08-14-126-014.000-004,R2,RESIDENTIAL,2013/07/08,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2313 EAST 21ST AVENUE,,,
697,45-09-07-206-025.000-004,R3,RESIDENTIAL,2013/03/08,,Occupied Structure,Excellent,Structure Present,,,,,,,,,,,Yes,Yes,,,,,,,Aetna,First District,Census Tract 115,,,5856 EAST 13TH PLACE,Yes,,
698,45-08-14-309-010.000-004,F1,FLOOD PLAN,2013/11/16,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2681-83 MAINE STREET,,No Parking Lot Present,
699,45-09-04-129-025.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,138-42 SOUTH UNION,,No Parking Lot Present,
700,45-09-04-129-012.000-004,R1,RESIDENTIAL,2014/07/25,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,129 SOUTH TIPPECANOE,,No Parking Lot Present,
701,45-08-23-181-001.000-017,R2,RESIDENTIAL,2014/06/05,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,University Park,Fifth District,Census Tract 123,Parks Department,,3200 CHICAGO,,No Parking Lot Present,
702,45-08-23-180-001.000-017,R2,RESIDENTIAL,2014/06/05,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,University Park,Fifth District,Census Tract 123,Parks Department,,3200 LINCOLN,,No Parking Lot Present,
703,45-08-12-133-011.000-004,R2,RESIDENTIAL,2013/05/18,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Aetna,First District,Census Tract 115,,,1129-31 OKLAHOMA STREET,,,
704,45-08-14-303-028.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2554-58 ILLINOIS PLACE,,No Parking Lot Present,
705,45-08-14-307-030.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2625-27 MAINE STREET,,No Parking Lot Present,
706,45-08-14-303-056.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1636-38 RAILROAD STREET,,No Parking Lot Present,
707,45-08-14-304-051.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2612-14 ILLINOIS PLACE,,No Parking Lot Present,
708,45-08-14-306-025.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2605-07 ALABAMA STREET,,No Parking Lot Present,
709,45-08-14-304-048.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2600-02 ILLINOIS PLACE,,No Parking Lot Present,
710,45-08-14-305-057.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2604-06 ALABAMA STREET,,No Parking Lot Present,
711,45-08-14-307-016.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2575-77 MAINE STREET,,No Parking Lot Present,
712,45-08-14-201-002.000-004,R2,RESIDENTIAL,2013/07/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,,,2100-16 WISCONSIN STREET,,,
713,45-09-06-404-016.000-004,B2-1,BUSINESS,2013/11/02,,Vacant/Abandoned Structure,Fair,Structure Present,,,,Yes,,Yes,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,5900 MILLER AVENUE,,,
714,45-09-06-259-009.000-004,B3-1,BUSINESS,2013/12/07,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,420 SOUTH LAKE STREET,,No Parking Lot Present,
715,45-08-14-126-022.000-004,R2,RESIDENTIAL,2013/08/01,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fourth District,Census Tract 114,Parks Department,,2110 WEST 22ND PLACE,,,
716,45-08-12-153-025.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Fair,Structure Present,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,,,Yes,,Aetna,First District,Census Tract 115,,,1246-48 IDAHO STREET,Yes,,
717,45-09-06-401-014.000-004,R2,RESIDENTIAL,2013/11/02,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Miller,First District,Census Tract 102.01,,,5732-34 EAST 5TH PLACE,,No Parking Lot Present,
718,45-08-14-304-043.000-004,F1,FLOOD PLAN,2013/11/27,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,2586-88 ILLINOIS PLACE,,No Parking Lot Present,
719,45-08-14-303-005.000-004,F1,FLOOD PLAN,2013/12/09,,No Structure Present,No Structure Present,No Structure Present,,,,,,,,,,,,,,,,,,,Pulaski,Fifth District,Census Tract 114,Parks Department,,1617-19 EAST 25TH PLACE,,No Parking Lot Present,
720,45-08-14-229-002.000-004,R2,RESIDENTIAL,2013/07/08,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Pulaski,Fourth District,Census Tract 114,,,2709 CENTRAL DRIVE,Yes,,
721,45-08-13-280-019.000-017,R3,RESIDENTIAL,2014/12/18,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,,,Yes,Yes,,Yes,,,,,Yes,Yes,,,,,,Fourth District,Census Tract 115,,,2448 ALLEN STREET,Yes,,
722,45-08-12-178-016.000-004,R2,RESIDENTIAL,2013/05/04,,Vacant/Abandoned Structure,Poor,Structure Present,No,Building Not Enclosed/Secure,,,,,,Yes,,,Yes,,,Yes,Yes,,Yes,,Aetna,First District,Census Tract 115,,,3524 EAST 14TH AVENUE,Yes,,
723,45-08-12-153-030.000-004,R2,RESIDENTIAL,2013/05/18,,Occupied Structure,Good,Structure Present,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,,Aetna,First District,Census Tract 115,,,1310-12 IDAHO STREET,Yes,,
